nacionalidad,autoidentificacion_etnica,estatus_migratorio,numero_detenciones,estado_civil,nivel_de_instruccion,genero,edad,sexo
ECUATORIANO,INDÍGENA,,0,SOLTERO/A,BACHILLERATO,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,34,HOMBRE
ECUATORIANO,INDÍGENA,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,NO APLICA,MASCULINO,32,HOMBRE
ECUATORIANO,INDÍGENA,NO APLICA,0,VIUDO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,EDUCACIÓN GENERAL BÁSICA,NO APLICA,45,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,CASADO/A,CUARTO NIVEL O DE POSGRADO,MASCULINO,64,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,CUARTO NIVEL O DE POSGRADO,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,33,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,,MASCULINO,34,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,NO APLICA,FEMENINO,48,MUJER
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,REGULAR,0,SOLTERO/A,,MASCULINO,40,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,62,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,BACHILLERATO,MASCULINO,45,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,NO APLICA,26,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,FEMENINO,22,MUJER
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,39,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,FEMENINO,33,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,,FEMENINO,45,MUJER
VENEZOLANO,MESTIZO/A,,0,,NO APLICA,MASCULINO,33,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,FEMENINO,18,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,FEMENINO,45,MUJER
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,32,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,34,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,42,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,33,HOMBRE
COLOMBIANO,MESTIZO/A,NO APLICA,0,,,MASCULINO,,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,21,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,34,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,20,HOMBRE
ECUATORIANO,MONTUBIO/A,NO APLICA,0,SOLTERO/A,NO APLICA,FEMENINO,20,HOMBRE
ECUATORIANO,MONTUBIO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,30,HOMBRE
ECUATORIANO,MONTUBIO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,29,HOMBRE
ECUATORIANO,MONTUBIO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,,0,DIVORCIADO/A,NO APLICA,FEMENINO,38,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,,FEMENINO,34,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,59,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,54,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,,MASCULINO,34,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,,MASCULINO,30,HOMBRE
ECUATORIANO,,NO APLICA,0,SOLTERO/A,,MASCULINO,31,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,20,HOMBRE
VENEZOLANO,,,0,,,MASCULINO,,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,62,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,BACHILLERATO,MASCULINO,34,HOMBRE
ECUATORIANO,INDÍGENA,NO APLICA,0,DIVORCIADO/A,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,MASCULINO,34,HOMBRE
ECUATORIANO,INDÍGENA,NO APLICA,0,CASADO/A,,MASCULINO,35,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,FEMENINO,19,MUJER
ECUATORIANO,,NO APLICA,0,SOLTERO/A,,MASCULINO,34,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,MASCULINO,34,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,49,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,56,HOMBRE
ECUATORIANO,NEGRO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,32,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,34,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,BACHILLERATO,MASCULINO,40,HOMBRE
ECUATORIANO,,REGULAR,0,CASADO/A,NO APLICA,MASCULINO,40,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,45,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,31,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,15,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,FEMENINO,21,MUJER
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,37,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,BACHILLERATO,MASCULINO,47,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,,FEMENINO,40,MUJER
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,33,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,22,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,NO APLICA,0,,BACHILLERATO,MASCULINO,43,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,54,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,18,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,FEMENINO,46,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,CUARTO NIVEL O DE POSGRADO,MASCULINO,35,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,MASCULINO,57,HOMBRE
ECUATORIANO,,,0,DIVORCIADO/A,,MASCULINO,46,HOMBRE
ECUATORIANO,MULATO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,35,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,,MASCULINO,52,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,NO APLICA,40,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,MASCULINO,39,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,23,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,NO APLICA,0,SOLTERO/A,,MASCULINO,33,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,FEMENINO,28,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,13,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,38,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,22,HOMBRE
ECUATORIANO,MONTUBIO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,17,HOMBRE
ECUATORIANO,MESTIZO/A,IRREGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,21,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,33,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,34,HOMBRE
ECUATORIANO,,,0,VIUDO/A,NO APLICA,MASCULINO,42,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,34,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,43,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,FEMENINO,53,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,BACHILLERATO,MASCULINO,38,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,34,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN INICIAL,MASCULINO,17,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,31,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,24,HOMBRE
ECUATORIANO,MONTUBIO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,FEMENINO,29,MUJER
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,38,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,31,HOMBRE
COLOMBIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,22,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,33,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,18,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,BACHILLERATO,FEMENINO,31,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,FEMENINO,19,MUJER
VENEZOLANO,,IRREGULAR,0,,,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,21,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,DIVORCIADO/A,NO APLICA,FEMENINO,49,MUJER
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,31,HOMBRE
COLOMBIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,DIVORCIADO/A,,MASCULINO,64,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,42,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,BACHILLERATO,MASCULINO,42,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,34,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,38,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,,FEMENINO,29,MUJER
ECUATORIANO,MESTIZO/A,REGULAR,0,CASADO/A,BACHILLERATO,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,38,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,CASADO/A,NO APLICA,MASCULINO,48,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,17,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,28,HOMBRE
VENEZOLANO,MESTIZO/A,IRREGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,24,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,CASADO/A,NO APLICA,MASCULINO,38,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,21,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,21,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,FEMENINO,28,MUJER
ECUATORIANO,,,0,SOLTERO/A,,FEMENINO,25,MUJER
ECUATORIANO,BLANCO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,22,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,FEMENINO,15,MUJER
VENEZOLANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,39,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,NO APLICA,19,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,30,HOMBRE
CHINO,,REGULAR,0,CASADO/A,NO APLICA,MASCULINO,37,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,CASADO/A,NO APLICA,FEMENINO,41,MUJER
COLOMBIANO,,,0,,NO APLICA,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,FEMENINO,19,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,FEMENINO,19,MUJER
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,29,HOMBRE
COLOMBIANO,MESTIZO/A,,0,,,FEMENINO,,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,40,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,24,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,18,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,FEMENINO,31,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,CUARTO NIVEL O DE POSGRADO,MASCULINO,52,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,43,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,31,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,NO APLICA,FEMENINO,40,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,MASCULINO,35,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,28,HOMBRE
COLOMBIANO,,,0,,,FEMENINO,25,MUJER
VENEZOLANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,24,HOMBRE
VENEZOLANO,,,0,,,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,BACHILLERATO,MASCULINO,56,HOMBRE
VENEZOLANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,37,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,EDUCACIÓN INICIAL,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,FEMENINO,23,MUJER
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,24,HOMBRE
ECUATORIANO,MONTUBIO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,23,HOMBRE
ECUATORIANO,NEGRO/A,,0,SOLTERO/A,,MASCULINO,24,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,,0,SOLTERO/A,,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,60,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,34,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,IRREGULAR,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,15,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,,HOMBRE
ECUATORIANO,INDÍGENA,NO APLICA,0,SOLTERO/A,BACHILLERATO,FEMENINO,22,MUJER
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,31,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,39,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,CASADO/A,NO APLICA,MASCULINO,50,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,BACHILLERATO,MASCULINO,39,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,EDUCACIÓN INICIAL,MASCULINO,19,HOMBRE
ECUATORIANO,MONTUBIO/A,REGULAR,0,SOLTERO/A,,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,43,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,43,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,39,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,27,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,NO APLICA,27,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,CASADO/A,NO APLICA,FEMENINO,48,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,40,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,24,HOMBRE
VENEZOLANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,21,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,34,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,26,HOMBRE
